Unnamed: 0,userid,tweetid,text,hashtags,author_id,original_tweet_id
295351,1095801982718300165,1500809663469731845,"Ukraine to switch to wartime economy – Prime Minister #Ukraine 

https://t.co/qo1n39EKqf","[{'text': 'Ukraine', 'indices': [54, 62]}]",1340124668825657349,1500117705847881735
491662,1062527988,1500929723186421760,ocals are reporting heavy outgoing fire from Donetsk tonight.#russia #russiaattackukraine #ukraine #russiaukrainewar https://t.co/wQI4CkJzek,"[{'text': 'russia', 'indices': [61, 68]}, {'text': 'russiaattackukraine', 'indices': [69, 89]}, {'text': 'ukraine', 'indices': [90, 98]}, {'text': 'russiaukrainewar', 'indices': [99, 116]}]",862757368353796096,1500577419970887689
540841,1499693007905468416,1500965504403574784,"@BBCNews #Jewnatic #Zelensky started #RussiaUkraineWar to start #WW3   as #WhiteChristianRace #Genocide securing #Jewnatics #Asylum #Israel let alone that such 0.2% scum cost
50% #LifeExpectancy
60% #Population
70% #Blacks
75% #Christians
80% #Progress
85% #Whites
90% #GDP
100% #Democracy","[{'text': 'Jewnatic', 'indices': [9, 18]}, {'text': 'Zelensky', 'indices': [19, 28]}, {'text': 'RussiaUkraineWar', 'indices': [37, 54]}, {'text': 'WW3', 'indices': [64, 68]}, {'text': 'WhiteChristianRace', 'indices': [74, 93]}, {'text': 'Genocide', 'indices': [94, 103]}, {'text': 'Jewnatics', 'indices': [113, 123]}, {'text': 'Asylum', 'indices': [124, 131]}, {'text': 'Israel', 'indices': [132, 139]}, {'text': 'LifeExpectancy', 'indices': [179, 194]}, {'text': 'Population', 'indices': [199, 210]}, {'text': 'Blacks', 'indices': [215, 222]}, {'text': 'Christians', 'indices': [227, 238]}, {'text': 'Progress', 'indices': [243, 252]}, {'text': 'Whites', 'indices': [257, 264]}, {'text': 'GDP', 'indices': [269, 273]}, {'text': 'Democracy', 'indices': [279, 289]}]",787455674896752640,1500808239956566027
511869,3607456095,1500942189777637377,"@RepSwalwell 🇺🇦 are very thankful for your words for us! Russian aviation is killing our children. We should stop them.
Please, provide 🇺🇦 with weapons and #SafeAirliftUkraine. Millions of civilian lives depend on it. #ProtectUАSky to #StopPutin https://t.co/x09Xz4cp5q","[{'text': 'SafeAirliftUkraine', 'indices': [156, 175]}, {'text': 'ProtectUАSky', 'indices': [218, 231]}, {'text': 'StopPutin', 'indices': [235, 245]}]",4393349973,1500868301408325640
61234,1340124668825657349,1500661213746847750,"""You can't flip a switch overnight and run a G20 economy on cryptocurrency."" That's Todd Conklin of the U.S. Department of the Treasury in yesterday's TRM Talk on Russia sanctions. Watch the interview here: https://t.co/JBCuwtjlq9 #RussiaUkraine #sanctions https://t.co/ZVgzthcciT",[],1307865457903448064,1500827044107665410
434812,862757368353796096,1500892472205275136,"@TsybulskaLiubov Just show the white flag n step move to Russia cross.

The West has abandoned you as they do to allowed the massacre in Poland 1941 !!!

Keep Brave #Ukraine️  #GodIsGood","[{'text': 'Ukraine️', 'indices': [165, 174]}, {'text': 'GodIsGood', 'indices': [176, 186]}]",31077930,1500629449632481281
293190,787455674896752640,1500808239956566027,"@SenMarkKelly Ukraine needs weapons and humanitarian assistance to defend against #Putin. Stop innocent civilian deaths. @POTUS, provide #SafeAirliftUkraine #StopPutin https://t.co/hjFx3Crm8p","[{'text': 'Putin', 'indices': [82, 88]}, {'text': 'SafeAirliftUkraine', 'indices': [137, 156]}, {'text': 'StopPutin', 'indices': [157, 167]}]",766368994488094721,1497823658756415490
395077,4393349973,1500868301408325640,@CocaCola stop selling your drinks to Russia right now. A peaceful but powerful way to influence and support  #StandWithUkraine,"[{'text': 'StandWithUkraine', 'indices': [110, 127]}]",1253243826183057408,1500767528636891142
7927,1342567832832385024,1500627268451942400,"#BREAKING 📰

A family was murdered by the #Putin regime terrorists as they were attempting to evacuate from Irpin’ Kyiv region.

The parents, their 2 children and the family’s dog were all murdered.

Russian soldiers opened fire on them using grenade launchers!

#Ukraine #Russia https://t.co/FNobtLAStb","[{'text': 'BREAKING', 'indices': [21, 30]}, {'text': 'Putin', 'indices': [63, 69]}]",1497194071105933312,1499783305641738244
345538,1307865457903448064,1500839746700038144,"@richimedhurst @hassan_akhh Unfortunately the N govts/media will be like: PuTiN iS nOt GiVinG uS cHEap FuEL, hE's A tHrEat tO oUr RiGHt tO dEsTrOy cOuNtRiEs, AnD gEt tHEiR rEsoUrCEs FrEE oR cHEap. 😭😭😭😭😭 The 🐑 will agree. 🙄🤮 #Putin #IStandWithPutin #BRICS","[{'text': 'Putin', 'indices': [224, 230]}, {'text': 'IStandWithPutin', 'indices': [231, 247]}, {'text': 'BRICS', 'indices': [248, 254]}]",1463572165966524421,1500943779133493249
13656,31077930,1500630584879505408,"@rsallier February 24 of 2022 Vladimir #Putin started the last war of the human race, #WW3. All 8 billion of us will die in it! -- People should do something to stop this!","[{'text': 'Putin', 'indices': [39, 45]}, {'text': 'WW3', 'indices': [86, 90]}]",1208808557262573568,1500775142523379719
237214,766368994488094721,1500774282359627779,"Thank you, @CKozaczewski. #Poland's firm friendship &amp; @TaiwaninPoland's hard work are deeply appreciated at this time of great tragedy. #Taiwan calls on #Russia to #StopTheWar, &amp; prays for the strength &amp; safety of #Ukraine &amp; its people. #StandWithUkraine🇺🇦 https://t.co/dng86e20n7 https://t.co/hY7Tg5o9BN","[{'text': 'Poland', 'indices': [43, 50]}]",300078224,1499813356059824128
226166,1253243826183057408,1500767528636891142,The #Word #Weekend means or = to the Word #War...,"[{'text': 'Word', 'indices': [4, 9]}, {'text': 'Weekend', 'indices': [10, 18]}, {'text': 'War', 'indices': [42, 46]}]",2313754921,1500144787810365441
182618,1497194071105933312,1500741555908493315,"@jensstoltenberg After Ukraine Putin will not stop. He will go on. Help Ukraine before it's too late. Impose more sanctions. Close the sky. Provide us with military aircraft. Send NATO.

#standwithukraine #closethesky #savetheworld #saveukraine","[{'text': 'standwithukraine', 'indices': [187, 204]}, {'text': 'closethesky', 'indices': [205, 217]}, {'text': 'savetheworld', 'indices': [218, 231]}, {'text': 'saveukraine', 'indices': [232, 244]}]",1203552378382934016,1500847800636030977
514065,1463572165966524421,1500943779133493249,"#BREAKING A new Axios survey finds that 97% of Democrats flying Ukranian flags on their social media profiles are in favor of Black, Hispanic and working class whites going to Ukraine to fight Russia forces.

#Biden #Democrats #UkraineRussianWar #Putin #DemocratsDeliver","[{'text': 'BREAKING', 'indices': [0, 9]}, {'text': 'Biden', 'indices': [209, 215]}, {'text': 'Democrats', 'indices': [216, 226]}, {'text': 'UkraineRussianWar', 'indices': [227, 245]}, {'text': 'Putin', 'indices': [246, 252]}, {'text': 'DemocratsDeliver', 'indices': [253, 270]}]",1137844959296593921,1500628308270383104
303252,1208808557262573568,1500814213547184129,#Russian Su25 fighter jets that was shot down by #Ukrainian last night in #Kharkiv city of #Ukraine https://t.co/sbteO68QAo,"[{'text': 'Russian', 'indices': [0, 8]}, {'text': 'Ukrainian', 'indices': [49, 59]}, {'text': 'Kharkiv', 'indices': [74, 82]}, {'text': 'Ukraine', 'indices': [91, 99]}]",4079360000,1500771226859745292
501532,300078224,1500935019937865728,"In Kherson, the invaders are trying to distribute ""humanitarian aid"" under the cameras of Russian TV.

 The products are Ukrainian, which the “liberators” took yesterday from the stores they plundered.

 #ukraine #StandWithUkraine️ #StopPutinNOW https://t.co/FHZKqX7emE",[],1387847713065213954,1499989475673493505
362605,1497980055066226693,1500850540963577859,"@jensstoltenberg #Europe, #StopPutin NOW or you will be next! Save your children from the atrocities of war! Save your future! 
@EmmanuelMacron @vonderleyen @eucopresident @EP_Edinburgh @EU_Commission @Europarl_EN @UN @NATO @OlafScholz @BorisJohnson @AndrzejDuda
#StopRussia","[{'text': 'Europe', 'indices': [17, 24]}, {'text': 'StopPutin', 'indices': [26, 36]}, {'text': 'StopRussia', 'indices': [263, 274]}]",33415745,1500482513197748224
227393,2313754921,1500768360073736198,"@SenMarkey 38 kids were killed, 71 wounded, 1.5 mln in the areas affected by the shelling in #Ukraine. We call on to #CloseTheSky or at least to provide us with fighter jets, anti-rocket and anti-aircraft defense. Putin will not stop until he is stopped! #ProtectUASky #StandWithUkraine https://t.co/TFMZ17QQ6r","[{'text': 'Ukraine', 'indices': [93, 101]}, {'text': 'CloseTheSky', 'indices': [117, 129]}, {'text': 'ProtectUASky', 'indices': [255, 268]}, {'text': 'StandWithUkraine', 'indices': [269, 286]}]",213276262,1500496884255051776
404427,1203552378382934016,1500875084843687938,"Time is running out. It's for humanity - everyone can do more to pressure their government to take action that is REAL support for #Ukraine, including lethal weapons: #StopRussianAggression #StandWithUkriane #StopPutinNOW #EuropeanUnion #Europe #UcraniaBajoFuego #NoFlyZone https://t.co/rB8zTI4MWl","[{'text': 'Ukraine', 'indices': [131, 139]}, {'text': 'StopRussianAggression', 'indices': [167, 189]}, {'text': 'StandWithUkriane', 'indices': [190, 207]}, {'text': 'StopPutinNOW', 'indices': [208, 221]}, {'text': 'EuropeanUnion', 'indices': [222, 236]}, {'text': 'Europe', 'indices': [237, 244]}, {'text': 'UcraniaBajoFuego', 'indices': [245, 262]}, {'text': 'NoFlyZone', 'indices': [263, 273]}]",2365246093,1500413663353712646
9892,1137844959296593921,1500628308270383104,"Ukrainian Evacuation Halted As Russia’s Shelling Continued Overnight
#ukraine #russia 
https://t.co/BBGUzp8NUX","[{'text': 'ukraine', 'indices': [69, 77]}, {'text': 'russia', 'indices': [78, 85]}]",2222395582,1500763562750668800
230818,4079360000,1500771226859745292,"WATCH: Stranded Indian students forced to melt snow to drink water; no power supply | Sumy

https://t.co/OjfMF9BYTC 

#Russia #Ukraine #RussiaUkraine #RussiaUkrainewar #NationNext #IndiansinUkraine #Indianstudents #Government #IndianEmbassy #RussianBorder #Sumy","[{'text': 'Russia', 'indices': [118, 125]}, {'text': 'Ukraine', 'indices': [126, 134]}, {'text': 'RussiaUkraine', 'indices': [135, 149]}, {'text': 'RussiaUkrainewar', 'indices': [150, 167]}, {'text': 'NationNext', 'indices': [168, 179]}, {'text': 'IndiansinUkraine', 'indices': [180, 197]}, {'text': 'Indianstudents', 'indices': [198, 213]}, {'text': 'Government', 'indices': [214, 225]}, {'text': 'IndianEmbassy', 'indices': [226, 240]}, {'text': 'RussianBorder', 'indices': [241, 255]}, {'text': 'Sumy', 'indices': [256, 261]}]",1280948162421800963,1500719937991577602
148478,1387847713065213954,1500720127960137729,"Who do you stand for
#RussianUkrainianWar #UkraineRussianWar #UkraineUnderAttaсk https://t.co/cE5SDVxmdS","[{'text': 'RussianUkrainianWar', 'indices': [36, 56]}, {'text': 'UkraineRussianWar', 'indices': [57, 75]}, {'text': 'UkraineUnderAttaсk', 'indices': [76, 95]}]",125014696,1500906673308946439
36603,33415745,1500645369046175746,"#Zelenskyy confirms that 8 missles were launched in #Vinnytsia at the airport and it has been destroyed.

#UkraineRussianWar #RussianUkrainianWar https://t.co/dA65AEQ4Iu","[{'text': 'Zelenskyy', 'indices': [21, 31]}, {'text': 'Vinnytsia', 'indices': [73, 83]}]",1092545699730939904,1500723087402500098
270981,213276262,1500794796960534533,"Bless her little heart… ❤️ 🙏
#Ukraine https://t.co/SeKOhF4tJV","[{'text': 'Ukraine', 'indices': [29, 37]}]",27607857,1500930711368257536
176755,2365246093,1500737455007453185,@peter_king this kind came yesterday from ukraine to slovakia. alone. 11years kid. with only phone number on his hand. it tears hearts. #StandWithUkraine  https://t.co/BM0DjD8Eae,"[{'text': 'StandWithUkraine', 'indices': [136, 153]}]",1697751708,1500774804739264516
224055,2222395582,1500766329133051904,DID #Putin really think #Ukraine would agree 2 a into #Russia only escape route? Thats a slaughter on sight mission! #UkraineUnderAttaсk #FckPutin #UkraineWar #HackersAgainstPutin #OpRussia #StandWithUkraine #UkraineRussianWar #PutinsWar #PutinsWarCrimes #Anonymous #OpAnonymous https://t.co/bujFG1k8VS,"[{'text': 'Putin', 'indices': [4, 10]}, {'text': 'Ukraine', 'indices': [24, 32]}, {'text': 'Russia', 'indices': [54, 61]}, {'text': 'UkraineUnderAttaсk', 'indices': [117, 136]}, {'text': 'FckPutin', 'indices': [137, 146]}, {'text': 'UkraineWar', 'indices': [147, 158]}, {'text': 'HackersAgainstPutin', 'indices': [159, 179]}, {'text': 'OpRussia', 'indices': [180, 189]}, {'text': 'StandWithUkraine', 'indices': [190, 207]}, {'text': 'UkraineRussianWar', 'indices': [208, 226]}, {'text': 'PutinsWar', 'indices': [227, 237]}, {'text': 'PutinsWarCrimes', 'indices': [238, 254]}, {'text': 'Anonymous', 'indices': [255, 265]}, {'text': 'OpAnonymous', 'indices': [266, 278]}]",127530923,1500931005925974023
233249,1280948162421800963,1500772005318168577,OMG that is crazy !!!! #Russia https://t.co/fxo14k4J9a,"[{'text': 'Russia', 'indices': [37, 44]}]",1412013303925202947,1500935176980942858
479054,125014696,1500918975294803968,@lewis_goodall I'm in #Edinburgh and would like to do the same. Unfortunately #UKGovt can't get organised. Well done friends in Poland. Desperate times for so many people. #StandWithUkraine #RefugeesWelcome #SlavaUkraini #JohnsonLies 🇺🇦,"[{'text': 'Edinburgh', 'indices': [40, 50]}, {'text': 'UKGovt', 'indices': [96, 103]}]",374232949,1500683484330872832
156228,1092545699730939904,1500725872642633732,The #Russian Foreign Ministry told the media on Monday that Poland's attempt to seize Russian real estate on its territory was illegal and that Russia would take countermeasures.,"[{'text': 'Russian', 'indices': [22, 30]}]",62993130,1500939485550366721
493320,27607857,1500930711368257536,"I tell all the Russian trolls I meet on Twitter that they might not get paid, because it's true.

It's not their fault Putin attacked Ukraine. They're just trying to feed their families.

#Russia #Russian #RussianUkrainianWar #RussianTroll #Help #HelpUkraine","[{'text': 'Russia', 'indices': [188, 195]}, {'text': 'Russian', 'indices': [196, 204]}, {'text': 'RussianUkrainianWar', 'indices': [205, 225]}, {'text': 'RussianTroll', 'indices': [226, 239]}, {'text': 'Help', 'indices': [240, 245]}, {'text': 'HelpUkraine', 'indices': [246, 258]}]",154656051,1500470826453417996
237716,1697751708,1500774804739264516,"Russia-Ukraine war: 
Zelenskiy vows to punish attack on civilians in Irpin; 
Russia bombards Mykolaiv – live
 | World news | The Guardian 

🇺🇦 #SlavaUkraini 🇺🇦
https://t.co/gIj5CDGdMy","[{'text': 'SlavaUkraini', 'indices': [143, 156]}]",3290490705,1500663098159546374
494600,127530923,1500931005925974023,"‘Humanitarian partners continue to reduce their operations in #Tigray due to lack of supplies, fuel, and cash.’

#EndTigraySiege

@vickyford
@tariqahmadbt

https://t.co/VjKdLutduI","[{'text': 'Tigray', 'indices': [62, 69]}, {'text': 'EndTigraySiege', 'indices': [113, 128]}]",778734147980267521,1500645011918139394
501960,1412013303925202947,1500935680456810496,".@JeremyCorbyn:
“Some of us have never supported #Putin and never supported the oligarchs!” https://t.co/SzSSpCSxcF","[{'text': 'Putin', 'indices': [67, 73]}]",2356837350,1497974502419931137
163320,374232949,1500729935295569926,"That's only part of the #BADNEWS 
 
They're also allowing #Russia in on the talks with #IRAN on the #IranNuclearDeal 

#BidenAdmin so WEAK they'll come out on losing end of that one, also-- no REAL ability to #INSPECT as requires #NOTICE! Also, their uranium to go to....#Russia https://t.co/a4fhahxpp6","[{'text': 'BADNEWS', 'indices': [45, 53]}, {'text': 'Russia', 'indices': [79, 86]}, {'text': 'IRAN', 'indices': [108, 113]}, {'text': 'IranNuclearDeal', 'indices': [121, 137]}]",909429186,1500742549019185152
508265,62993130,1500941107026345988,"As the war rages around them, Ukraine’s oncologists are scrambling to get cancer patients the treatment they need. @TSkrypets #Ukraine
https://t.co/gVn58mN3t7",[],1065202791621296128,1500817406368927747
349351,154656051,1500841353843863552,Join us in Brussels #StandwithUkraine https://t.co/r8zCqS3vKY,"[{'text': 'StandwithUkraine', 'indices': [37, 54]}]",1489486679635558401,1500875471420293121
63486,3290490705,1500663098159546374,Has NATO expansion with the support of Canada provoked legitimate security concerns from the Russian government?  Or is NATO expansion a tool for preventing war? Here is one perspective by Yves Engler: https://t.co/TCVCN21YEM #UkraineRussianWar,"[{'text': 'UkraineRussianWar', 'indices': [226, 244]}]",874978103436734464,1500496652670586888
156611,1255091950115606530,1500726014447652865,"Historians capitulate to war propaganda over #Ukraine
Even those who have written major works on the fascist #StepanBandera , the Organization of Ukrainian Nationalists  and the Ukrainian Insurgent Army are renouncing their own scholarship https://t.co/HDaF1wVo4b","[{'text': 'Ukraine', 'indices': [57, 65]}, {'text': 'StepanBandera', 'indices': [121, 135]}]",2791120677,1499762215624355842
44078,778734147980267521,1500650623246782464,"@eshaLegal @ShreoshiB Such are the questions you are not allowed to ask... 
When you realize the US has been aligned with Nazis ad nauseam throughout history, you look at the #UkraineRussianWar through a different lense...","[{'text': 'UkraineRussianWar', 'indices': [175, 193]}]",311265104,1496714120858591237
506479,2356837350,1500938334008455178,"Minister of Defense: After 85 hours of defense: 
""Ukraine will win.  The enemy will go in a known direction.  Therefore, we advise the occupiers to go home. It's not too late""
#UkraineInvasion #Ukraine https://t.co/ytyysl3CZA",[],71681607,1500490440159682560
184227,909429186,1500742549019185152,Bitter Truth ! #StopPutinNOW #StopRussia #StopWar https://t.co/sVxNqoq1hR,"[{'text': 'StopPutinNOW', 'indices': [15, 28]}, {'text': 'StopRussia', 'indices': [29, 40]}, {'text': 'StopWar', 'indices': [41, 49]}]",1264870166854275072,1500627249485205510
308885,1065202791621296128,1500817406368927747,"#Ukraine #Russia #UkraineRussianWar #ДаПобеде #Z 

A rally in support of the Russian military for almost a hundred cars was held yesterday in #Omsk Thank you for your Service! 🇷🇺🇷🇺🇷🇺 https://t.co/CbEUYDfMp8","[{'text': 'Ukraine', 'indices': [0, 8]}, {'text': 'Russia', 'indices': [9, 16]}, {'text': 'UkraineRussianWar', 'indices': [17, 35]}, {'text': 'ДаПобеде', 'indices': [36, 45]}, {'text': 'Z', 'indices': [46, 48]}, {'text': 'Omsk', 'indices': [142, 147]}]",97263006,1500809896849252353
406206,1489486679635558401,1500875471420293121,What wrong and sins #Ukraine and the citizens have done to Russia that the whole country must go through this unnecessary pain and suffering? #GiveLifeToUkraine. #SaveLifeInUkraine. #RescueLifeInUkraine. #StopTheWarInUkraine.,"[{'text': 'Ukraine', 'indices': [20, 28]}, {'text': 'GiveLifeToUkraine', 'indices': [142, 160]}, {'text': 'SaveLifeInUkraine', 'indices': [162, 180]}, {'text': 'RescueLifeInUkraine', 'indices': [182, 202]}, {'text': 'StopTheWarInUkraine', 'indices': [204, 224]}]",729033037,1500541846291890180
254948,874978103436734464,1500785210962718724,@RealScottRitter @aaronjmate Putin bootlickers #SlavaUkraini #SlavaUkraine #SaveUkraine #SaveUkraineNow #SaveUkrainianchildren #StopPutinNOW #StopRussia #StopPutin #StopPutinsWarInUkraine #PutinWarCrimes #PutinMustGo #PutinMustFall #StandWithUkraine #Ukraine️ https://t.co/1nS1zvoDDF,"[{'text': 'SlavaUkraini', 'indices': [47, 60]}, {'text': 'SlavaUkraine', 'indices': [61, 74]}, {'text': 'SaveUkraine', 'indices': [75, 87]}, {'text': 'SaveUkraineNow', 'indices': [88, 103]}, {'text': 'SaveUkrainianchildren', 'indices': [104, 126]}, {'text': 'StopPutinNOW', 'indices': [127, 140]}, {'text': 'StopRussia', 'indices': [141, 152]}, {'text': 'StopPutin', 'indices': [153, 163]}, {'text': 'StopPutinsWarInUkraine', 'indices': [164, 187]}, {'text': 'PutinWarCrimes', 'indices': [188, 203]}, {'text': 'PutinMustGo', 'indices': [204, 216]}, {'text': 'PutinMustFall', 'indices': [217, 231]}, {'text': 'StandWithUkraine', 'indices': [232, 249]}, {'text': 'Ukraine️', 'indices': [250, 259]}]",1145001497215717376,1500718906855641088
244312,2791120677,1500778178427633665,"@Montecitorio @Roberto_Fico Russia has killed and wounded more than 1000 civilians in Ukraine. Buying Russian oil and gas is financing the further death of innocents. The embargo must be implemented immediately!

#Embargo #StandWithUkraine #StopPutinNOW https://t.co/1JkFA8a3Rm","[{'text': 'Embargo', 'indices': [213, 221]}, {'text': 'StandWithUkraine', 'indices': [222, 239]}, {'text': 'StopPutinNOW', 'indices': [240, 253]}]",31080136,1500751560137187328
99398,311265104,1500686975774437376,"Images of devastation from the Ukrainian cities like Mariupol, Chernihiv and Kharkiv bring back memories of the bloody sieges of #Aleppo in Syria and the Chechen capital #Grozny, both razed on the orders of Russian President Vladimir #Putin.
https://t.co/kV6yUHwBAj","[{'text': 'Aleppo', 'indices': [129, 136]}, {'text': 'Grozny', 'indices': [170, 177]}, {'text': 'Putin', 'indices': [234, 240]}]",2149769419,1500842094247747591
6463,71681607,1500625605615931392,THE MECK REPORT : Russian pilots plead they were 'following orders' after being captured as NINE aircraft shot down over #Ukraine - #TheSun #RussianUkrainianWar #russia #zelensky #Putin @DRUDGE @nypost @MailOnline @GovMikeHuckabee @marcorubio @ShannonBream https://t.co/V5YTaAWETW,[],371304855,1500947718927425537
412686,1202910413731569664,1500879248936034308,"@ua_parliament This is the genocide of the Ukrainian people.
Close the sky over #Ukraine!
The blood of innocent people on your hands too, #Europe. @EmmanuelMacron @vonderleyen @eucopresident @EP_Edinburgh @EU_Commission @Europarl_EN @UN @NATO @OlafScholz @BorisJohnson @AndrzejDuda
#StopRussia https://t.co/Z5etLKKydR","[{'text': 'Ukraine', 'indices': [80, 88]}, {'text': 'Europe', 'indices': [138, 145]}, {'text': 'StopRussia', 'indices': [282, 293]}]",316797199,1500806590517153793
7909,1264870166854275072,1500627249485205510,"#Netflix &amp; #TikTok not in service in #Russia

#Ukrainian nuclear power plant
controlled by RU

RU may have fired on a building/a small #nuclear reactor

The fastest growing #RefugeeCrisis in #Europe since #WWII

UN #HumanRights: 364 civilian deaths &amp; 759 injuries in UA

-nytime https://t.co/yT45bwEmo9","[{'text': 'Netflix', 'indices': [0, 8]}, {'text': 'TikTok', 'indices': [15, 22]}, {'text': 'Russia', 'indices': [41, 48]}, {'text': 'Ukrainian', 'indices': [50, 60]}, {'text': 'nuclear', 'indices': [139, 147]}, {'text': 'RefugeeCrisis', 'indices': [177, 191]}, {'text': 'Europe', 'indices': [195, 202]}, {'text': 'WWII', 'indices': [209, 214]}, {'text': 'HumanRights', 'indices': [219, 231]}]",316797199,1500573942792216583
